selection_rank,selection_score,selection_band,compiler_action,record_class,source_note_status,selection_flags,country_risk_level,country_risk_score,primary_chapter_country,countries,sort_date,display_date,volume_date_scope,document_type,title,subject_or_context,priority_or_release_status,source_score,page_count_or_range,themes_or_topics,same_date_diary_backup_count,nearby_high_priority_print_lead_count,nearby_high_priority_print_leads,nearby_private_records_14_days,nearby_public_statement_count_7_days,source_series,source_folder_or_title,source_note,provenance_note,pdf_url,catalog_or_details_url,page_link,record_id
1044,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,26,Argentina,Argentina,,,Undated/needs verification,Memorandum,"To: Distribution list n.d,","memorandum form; identified on withdrawal sheet",Reference,40,3,,,,,,,Latin American Directorate Chronological Files,"April 1, 1989-April 15, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00301, CF00301-002, April 1, 1989-April 15, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-002.pdf,https://catalog.archives.gov/id/470766419,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00301-002.pdf#page=3,chronological-print-470766419-3-03e
1045,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,From Albert P. Solga to Robin Delabarre 04/25/1988 wh v4 Re: Conditions for supercomputer to IT service,"memorandum form; identified on withdrawal sheet",Reference,40,4,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=4,subject-print-470766487-4-04t
1046,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,From Carlton Thorne to Mr. Rosenthal Re: Supercomputers for,"memorandum form; identified on withdrawal sheet",Reference,40,44,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=44,subject-print-470766487-44-04p
1047,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,From Clarke M.,"memorandum form; identified on withdrawal sheet",Reference,40,2,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=2,subject-print-470766487-2-03a
1048,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,From Ed Fei to,"memorandum form; identified on withdrawal sheet",Reference,40,4,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=4,subject-print-470766487-4-04q
1049,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,From Melvyn Levitsky to General Colin Powell Re: Supercomputer Export License for,"memorandum form; identified on withdrawal sheet",Reference,40,30,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=30,subject-print-470766487-30-04c
1050,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,From Michael D. Rosenthal to Carl Thorne 05/12/1988 wo) 54 Re: Conditions for a Supercomputer Export to IT Service,"memorandum form; identified on withdrawal sheet",Reference,40,4,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=4,subject-print-470766487-4-04s
1051,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,From Richard T. Kennedy to Allen Wendt re: Paper on,"memorandum form; identified on withdrawal sheet",Reference,40,42,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=42,subject-print-470766487-42-04n
1052,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,Negroponte Re:,"memorandum form; identified on withdrawal sheet",Reference,40,28,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=28,subject-print-470766487-28-04a
1053,32,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,Re: Road From Clarke M.,"memorandum form; identified on withdrawal sheet",Reference,40,26,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=26,subject-print-470766487-26-03a
1054,29,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; regional_no_single_country; ocr_lead_verify_page_image",,,Regional/No single country,,,,Undated/needs verification,Memorandum,Draft Response o National Honors Theme for This,"memorandum form; Latin America, regional policy; document text visible in OCR",Reference,40,54,"Latin America; regional policy",,,,,,Latin American Affairs Directorate Subject Files,"Latin America - January 20, 1989-December 31, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00192, CF00192-001, Latin America - January 20, 1989-December 31, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00192-001.pdf,https://catalog.archives.gov/id/470766496,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00192-001.pdf#page=54,subject-print-470766496-54-memorandum
1055,28,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,Conditions for supercomputer to IT service bureau,"memorandum form; document text visible in OCR",Reference,40,50,,,,,,,Latin American Affairs Directorate Subject Files,"Brazil - January 20, 1989-December 31, 1989 [2]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Subject File 1989, OA/ID CF00189, CF00189-014, Brazil - January 20, 1989-December 31, 1989 [2]. Access restriction: Restricted - Possibly. FOIA 2004-0734-F.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf,https://catalog.archives.gov/id/470766487,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Subject_376217847/41-bpr-nsc-lat_amer_dir-subj-cf00189-014.pdf#page=50,subject-print-470766487-50-memorandum
1056,28,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,Defense Department Proposal to Transfer a U.S.,"memorandum form; document text visible in OCR",Reference,40,12,,,,,,,Latin American Directorate Chronological Files,"August 1, 1989-August 15, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-007, August 1, 1989-August 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-007.pdf,https://catalog.archives.gov/id/470766444,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-007.pdf#page=12,chronological-print-470766444-12-memorandum
1057,28,Verify date/scope before selection,Verify date and volume scope before investing selection time.,Print-candidate lead,FRUS-style ready,"missing_or_unparsed_date; outside_volume_date_scope_or_undated; ocr_lead_verify_page_image",Monitor,28,Brazil,Brazil,,,Undated/needs verification,Memorandum,Defénse Department Proposal to Transfer a U.S.,"memorandum form; document text visible in OCR",Reference,40,55,,,,,,,Latin American Directorate Chronological Files,"August 1, 1989-August 15, 1989 [1]","Source: George H.W. Bush Library, Bush Presidential Records, National Security Council, Latin American Affairs Directorate Files, Chronological Files, OA/ID CF00302, CF00302-007, August 1, 1989-August 15, 1989 [1]. Access restriction: Restricted - Possibly. FOIA 2015-0017-S.",,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-007.pdf,https://catalog.archives.gov/id/470766444,https://s3.dualstack.us-east-1.amazonaws.com/NARAprodstorage/lz/presidential-libraries/bush/gb-nsc/Latin_Amer_Aff_Dir_Files/Chronological_2197972/41-bpr-nsc-lat_amer_dir-chron-cf00302-007.pdf#page=55,chronological-print-470766444-55-memorandum
